file_path,transcript,emotion,duration
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1432.wav,"The promoter's eyes were heavy, with little puffy bags under them.",Neutral,6.5201875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1404.wav,"You're joking me, sir, the other managed to articulate.",Disgusted,6.5185625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1389.wav,In the picture he saw each moment a greater resemblance to Jeanne.,Disgusted,6.517375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1486.wav,"He went down in midstream, searching the shadows of both shores.",Sleepy,6.516354167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3852.wav,Her own betrayal of herself was like tonic to Philip.,Sleepy,6.5145625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1664.wav,It was his intention to return to Eileen and her father.,Disgusted,6.513583333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1623.wav,In the picture he saw each moment a greater resemblance to Jeanne.,Sleepy,6.511375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1862.wav,"The lace was of a delicate ivory color, faintly tinted with yellow.",Sleepy,6.5100625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3422.wav,A combination of Canadian capital quickly organized and petitioned for the same privileges.,Neutral,6.509625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3887.wav,The farmer works the soil and produces grain.,Disgusted,6.5049375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_247.wav,"Tomorrow I'm going after that bear, he said.",Angry,6.502
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4333.wav,"I was Hump, cabin boy on the schooner Ghost.",Amused,6.50075
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3968.wav,"Your price, my son, is just about thirty per week.",Angry,6.4985
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4183.wav,But they make the mistake of ignoring their own duality.,Sleepy,6.4961875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1999.wav,That's why its boundaries are all gouged and jagged.,Sleepy,6.4951875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3698.wav,"Oppressive as the heat had been, it was now even more oppressive.",Angry,6.493
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3840.wav,For an instant he saw Pierre drawn like a silhouette against the sky.,Neutral,6.4886875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3571.wav,The wolf-dog thrust his gaunt muzzle toward him.,Sleepy,6.4865625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1590.wav,Whiz-zip-bang. Lop-Ear screamed with sudden anguish.,Disgusted,6.486291667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4381.wav,"They handled two men already, both grub-thieves.",Angry,6.4860625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3119.wav,"His outstretched arm dropped to his side, and he paused.",Sleepy,6.48575
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1867.wav,"I can't argue with you, and you know that.",Sleepy,6.484875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4676.wav,"Quick was the disappointment in his face, yet smiling was the acquiescence.",Neutral,6.4815625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1824.wav,Soaked in seawater they offset the heat rays.,Amused,6.4780625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_354.wav,He cried in such genuine dismay that she broke into hearty laughter.,Disgusted,6.477479167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_415.wav,Gregson shoved back his chair and rose to his feet.,Sleepy,6.4756875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_506.wav,For the first time in his life he was yearning for a scrap.,Amused,6.4750625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2550.wav,"Don't you see, I'm chewing this thing in two.",Sleepy,6.4744375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2677.wav,It was my reports from the north which chiefly induced people to buy.,Amused,6.4728125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2390.wav,It was the same way with our revolvers and rifles.,Amused,6.47275
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_475.wav,"He made sure that the magazine was loaded, and resumed his paddling.",Amused,6.472375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3836.wav,"Instead, he joined her; and they ate like two hungry children.",Disgusted,6.46875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_265.wav,But he no longer cared quite so much for that form of diversion.,Angry,6.468375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1878.wav,It was my reports from the north which chiefly induced people to buy.,Amused,6.4615625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1435.wav,He told himself that as he washed himself and groomed his disheveled clothes.,Disgusted,6.4614375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1340.wav,"The big-eyed, clucking moose-birds were most annoying.",Amused,6.460375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_834.wav,"Oppressive as the heat had been, it was now even more oppressive.",Sleepy,6.4585
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4606.wav,But they make the mistake of ignoring their own duality.,Disgusted,6.4575625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2172.wav,I had been sad too long already.,Amused,6.457125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2990.wav,I sailed third mate in the little Vampire before you were born.,Sleepy,6.455854167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4717.wav,The nightglow was treacherous to shoot by.,Sleepy,6.4554375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_268.wav,It lasted as a deterrent for two days.,Angry,6.455
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3686.wav,"I was near the cabin, and saw you.",Sleepy,6.454395833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2387.wav,"You, you would not keep the truth from me.",Disgusted,6.450354167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2098.wav,O'Brien had been a clean living young man with ideals.,Sleepy,6.45025
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3573.wav,If I ever needed a fighter in my life I need one now.,Sleepy,6.448875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2698.wav,"Robbery, bribery, fraud,",Amused,6.4450625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1265.wav,"Your price, my son, is just about thirty per week.",Sleepy,6.4445
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3252.wav,But he reconciled himself to it by an act of faith.,Sleepy,6.4445
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4583.wav,"She added, with genuine sympathy in her face and voice.",Disgusted,6.443520833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4024.wav,"He was smooth-shaven, and his hair and eyes were black.",Sleepy,6.4408125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_24.wav,But Martin smiled a superior smile.,Sleepy,6.4394375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4522.wav,"Jack London, Waikiki Beach, Honolulu, Oahu.",Disgusted,6.4390625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4312.wav,But Martin smiled a superior smile.,Sleepy,6.438333333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3737.wav,Pierre obeys me when we are together.,Sleepy,6.4354375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1032.wav,"There is not an iota of truth in it, certainly not.",Disgusted,6.433
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4085.wav,"Fresh cases, still able to walk, they clustered about the spokesman.",Sleepy,6.4306875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4623.wav,"Why, the average review is more nauseating than cod liver oil.",Sleepy,6.4300625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3216.wav,I'm playing a single hand in what looks like a losing game.,Disgusted,6.4239375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4255.wav,Philip thrust himself against it and entered.,Disgusted,6.4219375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3669.wav,Perhaps she had already met her fate a little deeper in the forest.,Disgusted,6.4205625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4515.wav,They were the presage of storm.,Sleepy,6.419625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3885.wav,"Of course, that is uninteresting, she continued.",Amused,6.4140625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4470.wav,For a time the exciting thrill of his adventure was gone.,Sleepy,6.4136875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2456.wav,"I obeyed, and a minute or two later they stood before him.",Amused,6.4130625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3589.wav,"Out of his eighteen hundred, he laid aside sixteen hundred each year.",Amused,6.4130625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1350.wav,"It was not a large lake, and almost round.",Sleepy,6.412625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3393.wav,"Instead, he joined her; and they ate like two hungry children.",Amused,6.411625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4458.wav,"Philip bent lower, and stared into the face of the dead man.",Amused,6.411625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_772.wav,"Joan looked triumphantly at Sheldon, who bowed.",Sleepy,6.4070625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1478.wav,"Don't you see, I'm chewing this thing in two.",Disgusted,6.4065625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2234.wav,Suddenly his fingers closed tightly over the handkerchief.,Disgusted,6.4065
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_255.wav,They do not know the length of time of incubation.,Sleepy,6.4034375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4713.wav,Wada and Nakata were in a bit of a funk.,Amused,6.4030625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1991.wav,Already he had begun borrowing from the banks.,Sleepy,6.4029375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4355.wav,"Tomorrow I'm going after that bear, he said.",Disgusted,6.40225
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_102.wav,For the twentieth time that evening the two men shook hands.,Amused,6.39875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_34.wav,If I ever needed a fighter in my life I need one now.,Disgusted,6.397854167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4704.wav,Perrault found one with head buried in the grub box.,Amused,6.3968125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4177.wav,It seemed nearer to him since he had seen and talked with Gregson.,Sleepy,6.3953125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2515.wav,I saw Mr Pike nod his head grimly and sarcastically.,Amused,6.3949375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1126.wav,O'Brien took off his coat and bared his right arm.,Sleepy,6.394916667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4533.wav,For a time the exciting thrill of his adventure was gone.,Disgusted,6.394020833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3611.wav,It seemed nearer to him since he had seen and talked with Gregson.,Sleepy,6.3935625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1690.wav,He saw Jeanne falter for a moment.,Sleepy,6.3930625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4552.wav,"Encouraged by my conduct, Big-Face became a sudden ally.",Angry,6.3924375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1581.wav,See the length of the body and that elongated neck.,Sleepy,6.392229167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4774.wav,For the first time in his life he was yearning for a scrap.,Angry,6.3920625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2322.wav,"He turned sharply, and faced Gregson across the table.",Sleepy,6.390833333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4810.wav,In spite of their absurdity the words affected Philip curiously.,Disgusted,6.390375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1874.wav,Thus had the raw wilderness prepared him for this day.,Disgusted,6.3899375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_129.wav,In what bucolic school of fence he had been taught was beyond imagining.,Angry,6.3893125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4543.wav,"He turned sharply, and faced Gregson across the table.",Amused,6.3891875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3100.wav,A cry of joy burst from Philip's lips.,Sleepy,6.389125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4765.wav,"Eli Harding asked, as Shunk started to follow.",Disgusted,6.387375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2202.wav,Now these things had been struck dead within him.,Amused,6.38325
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2813.wav,It was my reports from the north which chiefly induced people to buy.,Sleepy,6.381
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1755.wav,She was sleeping under his protection as sweetly as a child.,Disgusted,6.380625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4675.wav,"Yes, sir, I corrected.",Sleepy,6.3795625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1047.wav,The Resident Commissioner is away in Australia.,Disgusted,6.378125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3087.wav,"Philip stood undecided, his ears strained to catch the slightest sound.",Angry,6.37625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3376.wav,"I am going to surprise father, and you will go with Pierre.",Sleepy,6.3755625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_807.wav,"Don't you see, I'm chewing this thing in two.",Sleepy,6.373270833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1987.wav,"Seventeen, no, eighteen days ago.",Angry,6.3673125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2218.wav,"And as in denial of guilt, the one-legged boy replied.",Amused,6.366625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3351.wav,Now please give a plain statement of what occurred.,Sleepy,6.364645833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_707.wav,"All eyes, however, were staring at him in certitude of expectancy.",Disgusted,6.363125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3763.wav,"Points of view, new ideas, life.",Sleepy,6.36275
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3899.wav,He had no excuse for the feelings which were aroused in him.,Disgusted,6.3599375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1052.wav,This sound did not disturb the hush and awe of the place.,Disgusted,6.356625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4779.wav,"He turned sharply, and faced Gregson across the table.",Amused,6.356625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_716.wav,There was none of the joy of meeting in his face.,Sleepy,6.355354167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1002.wav,I lost my balance and pitched head foremost into the ooze.,Disgusted,6.352625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_918.wav,The log on which Lop-Ear was lying got adrift.,Disgusted,6.3511875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3841.wav,"It was not a large lake, and almost round.",Sleepy,6.3508125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2648.wav,In the picture he saw each moment a greater resemblance to Jeanne.,Sleepy,6.349604167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3777.wav,Clubs and balls and cities grew to be only memories.,Disgusted,6.349375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2274.wav,"He unfolded a long typewritten letter, and handed it to Gregson.",Neutral,6.349375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_306.wav,And right there I saw and knew it all.,Amused,6.348125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4484.wav,I have been doubly baptized.,Sleepy,6.348125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1295.wav,"He saw only the effect in a general, sketchy way.",Sleepy,6.347
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2445.wav,"There is not an iota of truth in it, certainly not.",Sleepy,6.341375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2145.wav,"Accept a father's blessing, and with it, this.",Amused,6.3398125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4203.wav,"It is also an insidious, deceitful sun.",Amused,6.337125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1500.wav,"McCoy found a stifling, poisonous atmosphere in the pent cabin.",Amused,6.3368125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3079.wav,"We had been chased by them ourselves, more than once.",Amused,6.3364375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1050.wav,"As for himself, weren't the street railway earnings increasing steadily.",Disgusted,6.335875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_322.wav,There are no kiddies and half grown youths among them.,Angry,6.3355
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4184.wav,"Philip bent lower, and stared into the face of the dead man.",Sleepy,6.3313125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3907.wav,If you only could know how I thank you.,Sleepy,6.3311875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_205.wav,In the picture he saw each moment a greater resemblance to Jeanne.,Amused,6.330625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_988.wav,"They were less stooped than we, less springy in their movements.",Sleepy,6.327604167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3697.wav,I just do appreciate it without being able to express my feelings.,Sleepy,6.327604167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_682.wav,This is a common experience with all of us.,Amused,6.3275625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1846.wav,Suddenly Jeanne stopped for an instant.,Amused,6.3275625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1225.wav,McVeigh when he returns from a trip to Honolulu.,Sleepy,6.3258125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1876.wav,For the twentieth time that evening the two men shook hands.,Amused,6.324625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4275.wav,Was it the rendezvous of those who were striving to work his ruin.,Sleepy,6.3235625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_852.wav,Perhaps she had already met her fate a little deeper in the forest.,Sleepy,6.323541667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3065.wav,"Wada, Louis, and the steward are servants of Asiatic breed.",Angry,6.319375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3733.wav,The fourth and fifth days passed without any developments.,Amused,6.3191875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2203.wav,A strange fire burned in his eyes when Thorpe turned.,Disgusted,6.318375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2478.wav,"Not at this particular case, Tom, apologized Whittemore.",Disgusted,6.313375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2993.wav,It's the strap hangers that'll keep us from going under.,Disgusted,6.3080625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_963.wav,"Very early in my life, I separated from my mother.",Disgusted,6.3080625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_18.wav,He says he bought him of Jacques Le Beau.,Amused,6.30475
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2784.wav,It was not Red-Eye's way to forego revenge so easily.,Sleepy,6.303708333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2475.wav,"They were less stooped than we, less springy in their movements.",Amused,6.301375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1680.wav,It was Jeanne singing softly over beyond the rocks.,Amused,6.3
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1952.wav,Gregson had left the outer door slightly ajar.,Disgusted,6.2999375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_919.wav,Do you know that you are shaking my confidence in you.,Disgusted,6.295416667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2021.wav,Since then some mysterious force has been fighting us at every step.,Sleepy,6.293
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2236.wav,And twenty men could hold it with spears and arrows.,Angry,6.2929375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_871.wav,So unexpected was my charge that I knocked him off his feet.,Disgusted,6.290375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3158.wav,I'm playing a single hand in what looks like a losing game.,Sleepy,6.290375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3821.wav,"They obeyed him, and went here and there at his commands.",Sleepy,6.2901875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1365.wav,Earth and gravel seemed to fill the pan.,Disgusted,6.289875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2925.wav,Philip snatched at the letter which Gregson held out to him.,Sleepy,6.289375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_862.wav,"To his surprise, her answer was flat and uncompromising.",Sleepy,6.288875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1920.wav,Gregson shoved back his chair and rose to his feet.,Amused,6.287375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4364.wav,He was pressing beyond the limits of his vocabulary.,Sleepy,6.2873125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2094.wav,He had been foiled in his attempt to escape.,Sleepy,6.286229167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2364.wav,"All eyes, however, were staring at him in certitude of expectancy.",Amused,6.285708333
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2545.wav,It seems like a strange pointing of the hand of God.,Sleepy,6.284979167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4199.wav,The sharp voice of Wolf Larsen aroused me.,Amused,6.28275
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1163.wav,"And now, down there, Eileen was waiting for him.",Amused,6.28075
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1714.wav,These rumors may even originate with us.,Sleepy,6.2798125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_400.wav,Cherokee identified himself with his instinct.,Sleepy,6.2775
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_340.wav,For the twentieth time that evening the two men shook hands.,Disgusted,6.27275
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3003.wav,"The boy, O'Brien, was specially maltreated.",Sleepy,6.2724375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2171.wav,"He was a head shorter than his companion, of almost delicate physique.",Amused,6.270875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1053.wav,If I ever needed a fighter in my life I need one now.,Amused,6.2679375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1216.wav,This time he did not yap for mercy.,Disgusted,6.266104167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4116.wav,Close beside him gleamed the white fangs of the wolf-dog.,Sleepy,6.263395833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1379.wav,It lasted as a deterrent for two days.,Disgusted,6.2631875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_854.wav,But he no longer cared quite so much for that form of diversion.,Amused,6.262
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3455.wav,So Hughie and I did the managing ourselves.,Sleepy,6.2614375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2296.wav,But there was something even more startling than this resemblance.,Disgusted,6.2605
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1125.wav,"There is that magnificent Bob, eating his head off in the stable.",Sleepy,6.260291667
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_764.wav,The Resident Commissioner is away in Australia.,Amused,6.2579375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3333.wav,There was none of the joy of meeting in his face.,Amused,6.253875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3527.wav,From that moment his friendship for Belize turns to hatred and jealousy.,Angry,6.253875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2454.wav,"Wada, Louis, and the steward are servants of Asiatic breed.",Sleepy,6.2534375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1380.wav,He told himself that as he washed himself and groomed his disheveled clothes.,Sleepy,6.253125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_4155.wav,It was Jeanne singing softly over beyond the rocks.,Disgusted,6.253125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2781.wav,Philip began to feel that he had foolishly overestimated his strength.,Disgusted,6.252770833
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1797.wav,"If not, let's say our prayers and go to bed.",Angry,6.2521875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3166.wav,For a time the exciting thrill of his adventure was gone.,Sleepy,6.2511875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3681.wav,He was wounded in the arm.,Sleepy,6.2505625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1700.wav,There was no forecasting this strange girl's processes.,Angry,6.2504375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2196.wav,Now these things had been struck dead within him.,Sleepy,6.2481875
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1794.wav,Down there the earth was already swelling with life.,Sleepy,6.248125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2222.wav,"There's Fort Churchill, a rifle-shot beyond the ridge, asleep.",Angry,6.247
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_32.wav,"The big-eyed, clucking moose-birds were most annoying.",Angry,6.24675
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_844.wav,The questions may have come vaguely in his mind.,Disgusted,6.246229167
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3715.wav,"They had no fixed values, to be altered by adjectives and adverbs.",Sleepy,6.2443125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1813.wav,"I have to be careful of them, as they tear very easily.",Sleepy,6.243625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_1174.wav,"Also, she has forbidden them smoking their pipes in the after-room.",Sleepy,6.2423125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_942.wav,"But it won't continue, she said with easy confidence.",Amused,6.2410625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_424.wav,They are big trees and require plenty of room.,Sleepy,6.2389375
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_3687.wav,"He leapt again, and the club caught him once more.",Sleepy,6.2388125
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2753.wav,Out of abstractions Ernest had conjured a vision and made them see it.,Angry,6.238
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_2666.wav,"Therefore, hurrah for the game.",Disgusted,6.2375625
/content/drive/MyDrive/266/Tacotron2/emovdb/wavs/train_891.wav,"Here, in the midmorning, the first casualty occurred.",Angry,6.2345
